Scenario,Network,Model,Channel,Channel Name,Precision,Recall,F1 Score,Accuracy
Healthy vs Patient,PLV,Random Forest,7,P4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
Healthy vs Patient,PLV,XGBoost,7,P4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
Healthy vs Patient,PLV,Random Forest,8,O1,0.6018518518518517,0.6111111111111112,0.6046079524340394,0.6111111111111112
Healthy vs Patient,PLV,XGBoost,8,O1,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
Healthy vs Patient,PLV,Random Forest,9,O2,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Healthy vs Patient,PLV,XGBoost,9,O2,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Healthy vs Patient,PLV,Random Forest,10,F7,0.7281746031746033,0.7222222222222222,0.7010101010101011,0.7222222222222222
Healthy vs Patient,PLV,XGBoost,10,F7,0.5873015873015874,0.6111111111111112,0.5814141414141414,0.6111111111111112
Healthy vs Patient,PLV,Random Forest,11,F8,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
Healthy vs Patient,PLV,XGBoost,11,F8,0.5802469135802468,0.5555555555555556,0.5611111111111111,0.5555555555555556
Healthy vs Patient,PLV,Random Forest,12,T3,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Healthy vs Patient,PLV,XGBoost,12,T3,0.7319444444444445,0.7222222222222222,0.7248677248677248,0.7222222222222222
Healthy vs Patient,PLV,Random Forest,13,T4,0.5125,0.5,0.5047619047619047,0.5
Healthy vs Patient,PLV,XGBoost,13,T4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,PLV,Random Forest,14,T5,0.5316239316239317,0.5555555555555556,0.537037037037037,0.5555555555555556
Healthy vs Patient,PLV,XGBoost,14,T5,0.6018518518518517,0.6111111111111112,0.6046079524340394,0.6111111111111112
Healthy vs Patient,PLV,Random Forest,15,T6,0.6666666666666666,0.6666666666666666,0.6256410256410256,0.6666666666666666
Healthy vs Patient,PLV,XGBoost,15,T6,0.5316239316239317,0.5555555555555556,0.537037037037037,0.5555555555555556
Healthy vs Patient,PLV,Random Forest,16,Fz,0.5316239316239317,0.5555555555555556,0.537037037037037,0.5555555555555556
Healthy vs Patient,PLV,XGBoost,16,Fz,0.7175925925925926,0.7222222222222222,0.7175771088814568,0.7222222222222222
Healthy vs Patient,PLV,Random Forest,17,Cz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,PLV,XGBoost,17,Cz,0.6222222222222222,0.6111111111111112,0.6148148148148148,0.6111111111111112
Healthy vs Patient,PLV,Random Forest,18,Pz,0.6222222222222222,0.6111111111111112,0.6148148148148148,0.6111111111111112
Healthy vs Patient,PLV,XGBoost,18,Pz,0.6564102564102564,0.6666666666666666,0.6527777777777778,0.6666666666666666
Healthy vs AD,PLV,Random Forest,0,Fp1,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,PLV,XGBoost,0,Fp1,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
Healthy vs AD,PLV,Random Forest,1,Fp2,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,PLV,XGBoost,1,Fp2,0.5,0.5,0.5,0.5
Healthy vs AD,PLV,Random Forest,2,F3,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,PLV,XGBoost,2,F3,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
Healthy vs AD,PLV,Random Forest,3,F4,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
Healthy vs AD,PLV,XGBoost,3,F4,0.3181818181818182,0.5,0.38888888888888884,0.5
Healthy vs AD,PLV,Random Forest,4,C3,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
Healthy vs AD,PLV,XGBoost,4,C3,0.5,0.5,0.5,0.5
Healthy vs AD,PLV,Random Forest,5,C4,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
Healthy vs AD,PLV,XGBoost,5,C4,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,PLV,Random Forest,6,P3,0.5,0.5,0.5,0.5
Healthy vs AD,PLV,XGBoost,6,P3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Healthy vs AD,PLV,Random Forest,7,P4,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,PLV,XGBoost,7,P4,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
Healthy vs AD,PLV,Random Forest,8,O1,0.25925925925925924,0.3333333333333333,0.2916666666666667,0.3333333333333333
Healthy vs AD,PLV,XGBoost,8,O1,0.5,0.5,0.5,0.5
Healthy vs AD,PLV,Random Forest,9,O2,0.7878787878787877,0.6666666666666666,0.5925925925925926,0.6666666666666666
Healthy vs AD,PLV,XGBoost,9,O2,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
Healthy vs AD,PLV,Random Forest,10,F7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
Healthy vs AD,PLV,XGBoost,10,F7,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
Healthy vs AD,PLV,Random Forest,11,F8,0.25925925925925924,0.3333333333333333,0.2916666666666667,0.3333333333333333
Healthy vs AD,PLV,XGBoost,11,F8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Healthy vs AD,PLV,Random Forest,12,T3,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
Healthy vs AD,PLV,XGBoost,12,T3,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
Healthy vs AD,PLV,Random Forest,13,T4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Healthy vs AD,PLV,XGBoost,13,T4,0.4305555555555555,0.4166666666666667,0.42074592074592077,0.4166666666666667
Healthy vs AD,PLV,Random Forest,14,T5,0.3181818181818182,0.5,0.38888888888888884,0.5
Healthy vs AD,PLV,XGBoost,14,T5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs AD,PLV,Random Forest,15,T6,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
Healthy vs AD,PLV,XGBoost,15,T6,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,PLV,Random Forest,16,Fz,0.25925925925925924,0.3333333333333333,0.2916666666666667,0.3333333333333333
Healthy vs AD,PLV,XGBoost,16,Fz,0.25925925925925924,0.3333333333333333,0.2916666666666667,0.3333333333333333
Healthy vs AD,PLV,Random Forest,17,Cz,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Healthy vs AD,PLV,XGBoost,17,Cz,0.21875,0.25,0.23333333333333336,0.25
Healthy vs AD,PLV,Random Forest,18,Pz,0.3523809523809524,0.3333333333333333,0.3333333333333333,0.3333333333333333
Healthy vs AD,PLV,XGBoost,18,Pz,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
Healthy vs FTD,PLV,Random Forest,0,Fp1,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs FTD,PLV,XGBoost,0,Fp1,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,PLV,Random Forest,1,Fp2,0.5244755244755245,0.5384615384615384,0.47435897435897434,0.5384615384615384
Healthy vs FTD,PLV,XGBoost,1,Fp2,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,PLV,Random Forest,2,F3,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,PLV,XGBoost,2,F3,0.804195804195804,0.6923076923076923,0.6495726495726496,0.6923076923076923
Healthy vs FTD,PLV,Random Forest,3,F4,0.6227106227106227,0.6153846153846154,0.6153846153846154,0.6153846153846154
Healthy vs FTD,PLV,XGBoost,3,F4,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs FTD,PLV,Random Forest,4,C3,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs FTD,PLV,XGBoost,4,C3,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs FTD,PLV,Random Forest,5,C4,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs FTD,PLV,XGBoost,5,C4,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs FTD,PLV,Random Forest,6,P3,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,PLV,XGBoost,6,P3,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
Healthy vs FTD,PLV,Random Forest,7,P4,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,PLV,XGBoost,7,P4,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs FTD,PLV,Random Forest,8,O1,0.4230769230769231,0.46153846153846156,0.4193061840120664,0.46153846153846156
Healthy vs FTD,PLV,XGBoost,8,O1,0.4230769230769231,0.46153846153846156,0.4193061840120664,0.46153846153846156
Healthy vs FTD,PLV,Random Forest,9,O2,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs FTD,PLV,XGBoost,9,O2,0.5244755244755245,0.5384615384615384,0.47435897435897434,0.5384615384615384
Healthy vs FTD,PLV,Random Forest,10,F7,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs FTD,PLV,XGBoost,10,F7,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,PLV,Random Forest,11,F8,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs FTD,PLV,XGBoost,11,F8,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs FTD,PLV,Random Forest,12,T3,0.46703296703296704,0.46153846153846156,0.46153846153846156,0.46153846153846156
Healthy vs FTD,PLV,XGBoost,12,T3,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
Healthy vs FTD,PLV,Random Forest,13,T4,0.7783882783882785,0.7692307692307693,0.7692307692307693,0.7692307692307693
Healthy vs FTD,PLV,XGBoost,13,T4,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs FTD,PLV,Random Forest,14,T5,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,PLV,XGBoost,14,T5,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,PLV,Random Forest,15,T6,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs FTD,PLV,XGBoost,15,T6,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs FTD,PLV,Random Forest,16,Fz,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs FTD,PLV,XGBoost,16,Fz,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs FTD,PLV,Random Forest,17,Cz,0.7783882783882785,0.7692307692307693,0.7692307692307693,0.7692307692307693
Healthy vs FTD,PLV,XGBoost,17,Cz,0.7783882783882785,0.7692307692307693,0.7692307692307693,0.7692307692307693
Healthy vs FTD,PLV,Random Forest,18,Pz,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
Healthy vs FTD,PLV,XGBoost,18,Pz,0.7783882783882785,0.7692307692307693,0.7692307692307693,0.7692307692307693
AD vs FTD,PLV,Random Forest,0,Fp1,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,PLV,XGBoost,0,Fp1,0.6688311688311688,0.6363636363636364,0.6303030303030303,0.6363636363636364
AD vs FTD,PLV,Random Forest,1,Fp2,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,PLV,XGBoost,1,Fp2,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,PLV,Random Forest,2,F3,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
AD vs FTD,PLV,XGBoost,2,F3,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,PLV,Random Forest,3,F4,0.8181818181818182,0.7272727272727273,0.6961038961038961,0.7272727272727273
AD vs FTD,PLV,XGBoost,3,F4,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
AD vs FTD,PLV,Random Forest,4,C3,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,PLV,XGBoost,4,C3,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
AD vs FTD,PLV,Random Forest,5,C4,0.5303030303030304,0.5454545454545454,0.4935064935064935,0.5454545454545454
AD vs FTD,PLV,XGBoost,5,C4,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,PLV,Random Forest,6,P3,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
AD vs FTD,PLV,XGBoost,6,P3,0.8181818181818182,0.7272727272727273,0.6961038961038961,0.7272727272727273
AD vs FTD,PLV,Random Forest,7,P4,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
AD vs FTD,PLV,XGBoost,7,P4,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,PLV,Random Forest,8,O1,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,PLV,XGBoost,8,O1,0.3522727272727273,0.36363636363636365,0.33100233100233106,0.36363636363636365
AD vs FTD,PLV,Random Forest,9,O2,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
AD vs FTD,PLV,XGBoost,9,O2,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,PLV,Random Forest,10,F7,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,PLV,XGBoost,10,F7,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
AD vs FTD,PLV,Random Forest,11,F8,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
AD vs FTD,PLV,XGBoost,11,F8,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
AD vs FTD,PLV,Random Forest,12,T3,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,PLV,XGBoost,12,T3,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,PLV,Random Forest,13,T4,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,PLV,XGBoost,13,T4,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,PLV,Random Forest,14,T5,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,PLV,XGBoost,14,T5,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
AD vs FTD,PLV,Random Forest,15,T6,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
AD vs FTD,PLV,XGBoost,15,T6,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,PLV,Random Forest,16,Fz,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
AD vs FTD,PLV,XGBoost,16,Fz,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,PLV,Random Forest,17,Cz,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,PLV,XGBoost,17,Cz,0.5303030303030304,0.5454545454545454,0.4935064935064935,0.5454545454545454
AD vs FTD,PLV,Random Forest,18,Pz,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
AD vs FTD,PLV,XGBoost,18,Pz,0.46753246753246747,0.45454545454545453,0.4454545454545455,0.45454545454545453
AD Male vs Female,PLV,Random Forest,0,Fp1,1.0,1.0,1.0,1.0
AD Male vs Female,PLV,XGBoost,0,Fp1,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,Random Forest,1,Fp2,1.0,1.0,1.0,1.0
AD Male vs Female,PLV,XGBoost,1,Fp2,1.0,1.0,1.0,1.0
AD Male vs Female,PLV,Random Forest,2,F3,1.0,1.0,1.0,1.0
AD Male vs Female,PLV,XGBoost,2,F3,0.8666666666666666,0.8,0.8,0.8
AD Male vs Female,PLV,Random Forest,3,F4,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,XGBoost,3,F4,0.6,0.6,0.6,0.6
AD Male vs Female,PLV,Random Forest,4,C3,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,XGBoost,4,C3,0.6,0.6,0.6,0.6
AD Male vs Female,PLV,Random Forest,5,C4,0.4333333333333333,0.4,0.4,0.4
AD Male vs Female,PLV,XGBoost,5,C4,0.4333333333333333,0.4,0.4,0.4
AD Male vs Female,PLV,Random Forest,6,P3,1.0,1.0,1.0,1.0
AD Male vs Female,PLV,XGBoost,6,P3,0.6,0.6,0.6,0.6
AD Male vs Female,PLV,Random Forest,7,P4,1.0,1.0,1.0,1.0
AD Male vs Female,PLV,XGBoost,7,P4,0.8666666666666666,0.8,0.8,0.8
AD Male vs Female,PLV,Random Forest,8,O1,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,XGBoost,8,O1,0.36,0.6,0.45,0.6
AD Male vs Female,PLV,Random Forest,9,O2,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,XGBoost,9,O2,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,Random Forest,10,F7,0.6,0.6,0.6,0.6
AD Male vs Female,PLV,XGBoost,10,F7,1.0,1.0,1.0,1.0
AD Male vs Female,PLV,Random Forest,11,F8,0.6,0.6,0.6,0.6
AD Male vs Female,PLV,XGBoost,11,F8,0.36,0.6,0.45,0.6
AD Male vs Female,PLV,Random Forest,12,T3,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,XGBoost,12,T3,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,Random Forest,13,T4,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,XGBoost,13,T4,0.4333333333333333,0.4,0.4,0.4
AD Male vs Female,PLV,Random Forest,14,T5,0.8,0.6,0.5666666666666667,0.6
AD Male vs Female,PLV,XGBoost,14,T5,0.4333333333333333,0.4,0.4,0.4
AD Male vs Female,PLV,Random Forest,15,T6,0.6,0.6,0.6,0.6
AD Male vs Female,PLV,XGBoost,15,T6,0.6,0.6,0.6,0.6
AD Male vs Female,PLV,Random Forest,16,Fz,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,XGBoost,16,Fz,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,Random Forest,17,Cz,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,XGBoost,17,Cz,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,PLV,Random Forest,18,Pz,1.0,1.0,1.0,1.0
AD Male vs Female,PLV,XGBoost,18,Pz,0.2,0.2,0.2,0.2
FTD Male vs Female,PLV,Random Forest,0,Fp1,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,0,Fp1,0.2222222222222222,0.16666666666666666,0.19047619047619047,0.16666666666666666
FTD Male vs Female,PLV,Random Forest,1,Fp2,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,1,Fp2,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,Random Forest,2,F3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,XGBoost,2,F3,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,Random Forest,3,F4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,XGBoost,3,F4,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,PLV,Random Forest,4,C3,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,4,C3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,Random Forest,5,C4,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,5,C4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,Random Forest,6,P3,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,PLV,XGBoost,6,P3,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,PLV,Random Forest,7,P4,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,7,P4,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,Random Forest,8,O1,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,PLV,XGBoost,8,O1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,Random Forest,9,O2,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,9,O2,0.8666666666666667,0.8333333333333334,0.8148148148148148,0.8333333333333334
FTD Male vs Female,PLV,Random Forest,10,F7,0.5555555555555555,0.5,0.5142857142857142,0.5
FTD Male vs Female,PLV,XGBoost,10,F7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
FTD Male vs Female,PLV,Random Forest,11,F8,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.6666666666666666
FTD Male vs Female,PLV,XGBoost,11,F8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,Random Forest,12,T3,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,12,T3,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,Random Forest,13,T4,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,PLV,XGBoost,13,T4,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,PLV,Random Forest,14,T5,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,14,T5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
FTD Male vs Female,PLV,Random Forest,15,T6,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,15,T6,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,Random Forest,16,Fz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,XGBoost,16,Fz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,PLV,Random Forest,17,Cz,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,PLV,XGBoost,17,Cz,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,PLV,Random Forest,18,Pz,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,PLV,XGBoost,18,Pz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,Corr,Random Forest,0,Fp1,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Healthy vs Patient,Corr,XGBoost,0,Fp1,0.7811965811965812,0.7777777777777778,0.7685185185185186,0.7777777777777778
Healthy vs Patient,Corr,Random Forest,1,Fp2,0.5873015873015874,0.6111111111111112,0.5814141414141414,0.6111111111111112
Healthy vs Patient,Corr,XGBoost,1,Fp2,0.8090277777777778,0.7222222222222222,0.6707818930041152,0.7222222222222222
Healthy vs Patient,Corr,Random Forest,2,F3,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Healthy vs Patient,Corr,XGBoost,2,F3,0.5316239316239317,0.5555555555555556,0.537037037037037,0.5555555555555556
Healthy vs Patient,Corr,Random Forest,3,F4,0.6564102564102564,0.6666666666666666,0.6527777777777778,0.6666666666666666
Healthy vs Patient,Corr,XGBoost,3,F4,0.5125,0.5,0.5047619047619047,0.5
Healthy vs Patient,Corr,Random Forest,4,C3,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Healthy vs Patient,Corr,XGBoost,4,C3,0.6666666666666666,0.6666666666666666,0.6256410256410256,0.6666666666666666
Healthy vs Patient,Corr,Random Forest,5,C4,0.5125,0.5,0.5047619047619047,0.5
Healthy vs Patient,Corr,XGBoost,5,C4,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Healthy vs Patient,Corr,Random Forest,6,P3,0.4464285714285714,0.5,0.4618181818181818,0.5
Healthy vs Patient,Corr,XGBoost,6,P3,0.5316239316239317,0.5555555555555556,0.537037037037037,0.5555555555555556
Healthy vs Patient,Corr,Random Forest,7,P4,0.40683760683760684,0.4444444444444444,0.42129629629629634,0.4444444444444444
Healthy vs Patient,Corr,XGBoost,7,P4,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Healthy vs Patient,Corr,Random Forest,8,O1,0.8690476190476191,0.8333333333333334,0.8206060606060606,0.8333333333333334
Healthy vs Patient,Corr,XGBoost,8,O1,0.6018518518518517,0.6111111111111112,0.6046079524340394,0.6111111111111112
Healthy vs Patient,Corr,Random Forest,9,O2,0.6222222222222222,0.6111111111111112,0.6148148148148148,0.6111111111111112
Healthy vs Patient,Corr,XGBoost,9,O2,0.691358024691358,0.6666666666666666,0.6708333333333333,0.6666666666666666
Healthy vs Patient,Corr,Random Forest,10,F7,0.6564102564102564,0.6666666666666666,0.6527777777777778,0.6666666666666666
Healthy vs Patient,Corr,XGBoost,10,F7,0.6018518518518517,0.6111111111111112,0.6046079524340394,0.6111111111111112
Healthy vs Patient,Corr,Random Forest,11,F8,0.5873015873015874,0.6111111111111112,0.5814141414141414,0.6111111111111112
Healthy vs Patient,Corr,XGBoost,11,F8,0.4861111111111111,0.5,0.49163879598662213,0.5
Healthy vs Patient,Corr,Random Forest,12,T3,0.6564102564102564,0.6666666666666666,0.6527777777777778,0.6666666666666666
Healthy vs Patient,Corr,XGBoost,12,T3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,Corr,Random Forest,13,T4,0.8333333333333335,0.8333333333333334,0.830546265328874,0.8333333333333334
Healthy vs Patient,Corr,XGBoost,13,T4,0.8333333333333335,0.8333333333333334,0.830546265328874,0.8333333333333334
Healthy vs Patient,Corr,Random Forest,14,T5,0.6018518518518517,0.6111111111111112,0.6046079524340394,0.6111111111111112
Healthy vs Patient,Corr,XGBoost,14,T5,0.4861111111111111,0.5,0.49163879598662213,0.5
Healthy vs Patient,Corr,Random Forest,15,T6,0.6666666666666666,0.6666666666666666,0.6256410256410256,0.6666666666666666
Healthy vs Patient,Corr,XGBoost,15,T6,0.8333333333333335,0.8333333333333334,0.830546265328874,0.8333333333333334
Healthy vs Patient,Corr,Random Forest,16,Fz,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
