Scenario,Network,Model,Channel,Channel Name,Precision,Recall,F1 Score,Accuracy
Healthy vs Patient,Corr,XGBoost,16,Fz,0.4861111111111111,0.5,0.49163879598662213,0.5
Healthy vs Patient,Corr,Random Forest,17,Cz,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
Healthy vs Patient,Corr,XGBoost,17,Cz,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
Healthy vs Patient,Corr,Random Forest,18,Pz,0.6018518518518517,0.6111111111111112,0.6046079524340394,0.6111111111111112
Healthy vs Patient,Corr,XGBoost,18,Pz,0.7281746031746033,0.7222222222222222,0.7010101010101011,0.7222222222222222
Healthy vs AD,Corr,Random Forest,0,Fp1,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,XGBoost,0,Fp1,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,Random Forest,1,Fp2,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,XGBoost,1,Fp2,0.5,0.5,0.5,0.5
Healthy vs AD,Corr,Random Forest,2,F3,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,XGBoost,2,F3,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
Healthy vs AD,Corr,Random Forest,3,F4,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,XGBoost,3,F4,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,Random Forest,4,C3,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
Healthy vs AD,Corr,XGBoost,4,C3,0.5,0.5,0.5,0.5
Healthy vs AD,Corr,Random Forest,5,C4,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
Healthy vs AD,Corr,XGBoost,5,C4,0.5,0.5,0.5,0.5
Healthy vs AD,Corr,Random Forest,6,P3,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
Healthy vs AD,Corr,XGBoost,6,P3,0.5,0.5,0.5,0.5
Healthy vs AD,Corr,Random Forest,7,P4,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,XGBoost,7,P4,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
Healthy vs AD,Corr,Random Forest,8,O1,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
Healthy vs AD,Corr,XGBoost,8,O1,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
Healthy vs AD,Corr,Random Forest,9,O2,0.8249999999999998,0.75,0.7184873949579832,0.75
Healthy vs AD,Corr,XGBoost,9,O2,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
Healthy vs AD,Corr,Random Forest,10,F7,0.0,0.0,0.0,0.0
Healthy vs AD,Corr,XGBoost,10,F7,0.26388888888888884,0.25,0.25524475524475526,0.25
Healthy vs AD,Corr,Random Forest,11,F8,0.3523809523809524,0.3333333333333333,0.3333333333333333,0.3333333333333333
Healthy vs AD,Corr,XGBoost,11,F8,0.5,0.5,0.5,0.5
Healthy vs AD,Corr,Random Forest,12,T3,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,XGBoost,12,T3,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,Random Forest,13,T4,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
Healthy vs AD,Corr,XGBoost,13,T4,0.25925925925925924,0.3333333333333333,0.2916666666666667,0.3333333333333333
Healthy vs AD,Corr,Random Forest,14,T5,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,XGBoost,14,T5,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,Random Forest,15,T6,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
Healthy vs AD,Corr,XGBoost,15,T6,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,Random Forest,16,Fz,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
Healthy vs AD,Corr,XGBoost,16,Fz,0.46296296296296297,0.5,0.46875,0.5
Healthy vs AD,Corr,Random Forest,17,Cz,0.3181818181818182,0.5,0.38888888888888884,0.5
Healthy vs AD,Corr,XGBoost,17,Cz,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
Healthy vs AD,Corr,Random Forest,18,Pz,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Healthy vs AD,Corr,XGBoost,18,Pz,0.21875,0.25,0.23333333333333336,0.25
Healthy vs FTD,Corr,Random Forest,0,Fp1,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,Corr,XGBoost,0,Fp1,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,Corr,Random Forest,1,Fp2,0.6227106227106227,0.6153846153846154,0.6153846153846154,0.6153846153846154
Healthy vs FTD,Corr,XGBoost,1,Fp2,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs FTD,Corr,Random Forest,2,F3,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,Corr,XGBoost,2,F3,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,Corr,Random Forest,3,F4,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
Healthy vs FTD,Corr,XGBoost,3,F4,0.35470085470085466,0.38461538461538464,0.36153846153846153,0.38461538461538464
Healthy vs FTD,Corr,Random Forest,4,C3,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs FTD,Corr,XGBoost,4,C3,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs FTD,Corr,Random Forest,5,C4,0.804195804195804,0.6923076923076923,0.6495726495726496,0.6923076923076923
Healthy vs FTD,Corr,XGBoost,5,C4,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,Corr,Random Forest,6,P3,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,Corr,XGBoost,6,P3,0.4538461538461539,0.46153846153846156,0.455011655011655,0.46153846153846156
Healthy vs FTD,Corr,Random Forest,7,P4,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,Corr,XGBoost,7,P4,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,Corr,Random Forest,8,O1,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,Corr,XGBoost,8,O1,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs FTD,Corr,Random Forest,9,O2,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs FTD,Corr,XGBoost,9,O2,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs FTD,Corr,Random Forest,10,F7,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs FTD,Corr,XGBoost,10,F7,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,Corr,Random Forest,11,F8,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs FTD,Corr,XGBoost,11,F8,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs FTD,Corr,Random Forest,12,T3,0.46703296703296704,0.46153846153846156,0.46153846153846156,0.46153846153846156
Healthy vs FTD,Corr,XGBoost,12,T3,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs FTD,Corr,Random Forest,13,T4,0.7192307692307693,0.6923076923076923,0.6886446886446886,0.6923076923076923
Healthy vs FTD,Corr,XGBoost,13,T4,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs FTD,Corr,Random Forest,14,T5,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs FTD,Corr,XGBoost,14,T5,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs FTD,Corr,Random Forest,15,T6,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs FTD,Corr,XGBoost,15,T6,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
Healthy vs FTD,Corr,Random Forest,16,Fz,0.804195804195804,0.6923076923076923,0.6495726495726496,0.6923076923076923
Healthy vs FTD,Corr,XGBoost,16,Fz,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs FTD,Corr,Random Forest,17,Cz,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
Healthy vs FTD,Corr,XGBoost,17,Cz,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
Healthy vs FTD,Corr,Random Forest,18,Pz,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
Healthy vs FTD,Corr,XGBoost,18,Pz,0.7783882783882785,0.7692307692307693,0.7692307692307693,0.7692307692307693
AD vs FTD,Corr,Random Forest,0,Fp1,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,Corr,XGBoost,0,Fp1,0.5909090909090909,0.5454545454545454,0.5221445221445221,0.5454545454545454
AD vs FTD,Corr,Random Forest,1,Fp2,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,Corr,XGBoost,1,Fp2,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
AD vs FTD,Corr,Random Forest,2,F3,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,Corr,XGBoost,2,F3,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
AD vs FTD,Corr,Random Forest,3,F4,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
AD vs FTD,Corr,XGBoost,3,F4,0.5303030303030304,0.5454545454545454,0.4935064935064935,0.5454545454545454
AD vs FTD,Corr,Random Forest,4,C3,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,Corr,XGBoost,4,C3,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
AD vs FTD,Corr,Random Forest,5,C4,0.2424242424242424,0.36363636363636365,0.29090909090909095,0.36363636363636365
AD vs FTD,Corr,XGBoost,5,C4,0.2727272727272727,0.45454545454545453,0.3409090909090909,0.45454545454545453
AD vs FTD,Corr,Random Forest,6,P3,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
AD vs FTD,Corr,XGBoost,6,P3,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
AD vs FTD,Corr,Random Forest,7,P4,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
AD vs FTD,Corr,XGBoost,7,P4,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,Corr,Random Forest,8,O1,0.3696969696969697,0.36363636363636365,0.36363636363636365,0.36363636363636365
AD vs FTD,Corr,XGBoost,8,O1,0.3522727272727273,0.36363636363636365,0.33100233100233106,0.36363636363636365
AD vs FTD,Corr,Random Forest,9,O2,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,Corr,XGBoost,9,O2,0.3696969696969697,0.36363636363636365,0.36363636363636365,0.36363636363636365
AD vs FTD,Corr,Random Forest,10,F7,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
AD vs FTD,Corr,XGBoost,10,F7,0.3696969696969697,0.36363636363636365,0.36363636363636365,0.36363636363636365
AD vs FTD,Corr,Random Forest,11,F8,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,Corr,XGBoost,11,F8,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,Corr,Random Forest,12,T3,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
AD vs FTD,Corr,XGBoost,12,T3,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
AD vs FTD,Corr,Random Forest,13,T4,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,Corr,XGBoost,13,T4,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,Corr,Random Forest,14,T5,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
AD vs FTD,Corr,XGBoost,14,T5,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,Corr,Random Forest,15,T6,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
AD vs FTD,Corr,XGBoost,15,T6,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
AD vs FTD,Corr,Random Forest,16,Fz,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
AD vs FTD,Corr,XGBoost,16,Fz,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
AD vs FTD,Corr,Random Forest,17,Cz,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
AD vs FTD,Corr,XGBoost,17,Cz,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
AD vs FTD,Corr,Random Forest,18,Pz,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
AD vs FTD,Corr,XGBoost,18,Pz,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
AD Male vs Female,Corr,Random Forest,0,Fp1,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,XGBoost,0,Fp1,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,Random Forest,1,Fp2,1.0,1.0,1.0,1.0
AD Male vs Female,Corr,XGBoost,1,Fp2,1.0,1.0,1.0,1.0
AD Male vs Female,Corr,Random Forest,2,F3,1.0,1.0,1.0,1.0
AD Male vs Female,Corr,XGBoost,2,F3,0.8,0.6,0.5666666666666667,0.6
AD Male vs Female,Corr,Random Forest,3,F4,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,XGBoost,3,F4,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,Random Forest,4,C3,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,XGBoost,4,C3,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,Random Forest,5,C4,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,XGBoost,5,C4,0.8,0.6,0.5666666666666667,0.6
AD Male vs Female,Corr,Random Forest,6,P3,0.8666666666666666,0.8,0.8,0.8
AD Male vs Female,Corr,XGBoost,6,P3,0.4333333333333333,0.4,0.4,0.4
AD Male vs Female,Corr,Random Forest,7,P4,0.8,0.6,0.5666666666666667,0.6
AD Male vs Female,Corr,XGBoost,7,P4,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,Random Forest,8,O1,0.36,0.6,0.45,0.6
AD Male vs Female,Corr,XGBoost,8,O1,0.36,0.6,0.45,0.6
AD Male vs Female,Corr,Random Forest,9,O2,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,XGBoost,9,O2,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,Random Forest,10,F7,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,XGBoost,10,F7,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,Random Forest,11,F8,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,XGBoost,11,F8,0.3,0.4,0.34285714285714286,0.4
AD Male vs Female,Corr,Random Forest,12,T3,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,XGBoost,12,T3,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,Random Forest,13,T4,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,XGBoost,13,T4,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,Random Forest,14,T5,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,XGBoost,14,T5,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,Random Forest,15,T6,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,XGBoost,15,T6,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,Random Forest,16,Fz,0.4333333333333333,0.4,0.4,0.4
AD Male vs Female,Corr,XGBoost,16,Fz,0.6,0.6,0.6,0.6
AD Male vs Female,Corr,Random Forest,17,Cz,1.0,1.0,1.0,1.0
AD Male vs Female,Corr,XGBoost,17,Cz,1.0,1.0,1.0,1.0
AD Male vs Female,Corr,Random Forest,18,Pz,0.85,0.8,0.7809523809523808,0.8
AD Male vs Female,Corr,XGBoost,18,Pz,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Corr,Random Forest,0,Fp1,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,XGBoost,0,Fp1,0.2222222222222222,0.16666666666666666,0.19047619047619047,0.16666666666666666
FTD Male vs Female,Corr,Random Forest,1,Fp2,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,XGBoost,1,Fp2,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,Random Forest,2,F3,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,XGBoost,2,F3,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,3,F4,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,XGBoost,3,F4,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,Random Forest,4,C3,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,XGBoost,4,C3,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333
FTD Male vs Female,Corr,Random Forest,5,C4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,XGBoost,5,C4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,6,P3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,XGBoost,6,P3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,7,P4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,XGBoost,7,P4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,8,O1,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,Corr,XGBoost,8,O1,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333
FTD Male vs Female,Corr,Random Forest,9,O2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,XGBoost,9,O2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,10,F7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,XGBoost,10,F7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,11,F8,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.6666666666666666
FTD Male vs Female,Corr,XGBoost,11,F8,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,12,T3,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,XGBoost,12,T3,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,Random Forest,13,T4,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,Corr,XGBoost,13,T4,0.8888888888888888,0.8333333333333334,0.8380952380952381,0.8333333333333334
FTD Male vs Female,Corr,Random Forest,14,T5,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,XGBoost,14,T5,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,Random Forest,15,T6,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,XGBoost,15,T6,0.39999999999999997,0.5,0.4444444444444444,0.5
FTD Male vs Female,Corr,Random Forest,16,Fz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,XGBoost,16,Fz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,17,Cz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,XGBoost,17,Cz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
FTD Male vs Female,Corr,Random Forest,18,Pz,1.0,1.0,1.0,1.0
FTD Male vs Female,Corr,XGBoost,18,Pz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
